Store Name,Store Number,Phone Number,Address,Url,Longitude,Latitude,City,State
Dollar General # 20486 | Dollar General,20486,3524486688,"17136 Nw Us Highway 441, High Springs, FL, 32643-9373",https://www.dollargeneral.com/store-directory/fl/high-springs/20486,-82.5635,29.8116,high-springs,fl
Dollar General # 22217 | Dollar General,22217,3524151140,"24458 Nw 174th Ave, High Springs, FL, 32643-7315",https://www.dollargeneral.com/store-directory/fl/high-springs/22217,-82.60355,29.81501,high-springs,fl
Dollar General # 1382 | Dollar General,1382,3525548237,"20115 N Us Highway 441, High Springs, FL, 32643-7206",https://www.dollargeneral.com/store-directory/fl/high-springs/1382,-82.6018,29.8399,high-springs,fl
Dollar General # 4486 | Dollar General,4486,9044900505,"551609 Us Highway 1, Hilliard, FL, 32046-8282",https://www.dollargeneral.com/store-directory/fl/hilliard/4486,-81.9155,30.6875,hilliard,fl
Dollar General # 18433 | Dollar General,18433,7729328550,"8300 Se Constitution Blvd, Hobe Sound, FL, 33455-6000",https://www.dollargeneral.com/store-directory/fl/hobe-sound/18433,-80.1628,27.1033,hobe-sound,fl
Dollar General # 1383 | Dollar General,1383,7276262527,"2541 Us Highway 19, Holiday, FL, 34691-3847",https://www.dollargeneral.com/store-directory/fl/holiday/1383,-82.7403,28.1964,holiday,fl
Dollar General # 24024 | Dollar General,24024,7275911398,"5544 Perrine Ranch Rd, Holiday, FL, 34690",https://www.dollargeneral.com/store-directory/fl/holiday/24024,-82.723,28.1948,holiday,fl
Dollar General # 12968 | Dollar General,12968,9543689148,"1800 N Nova Rd, Holly Hill, FL, 32117-1420",https://www.dollargeneral.com/store-directory/fl/holly-hill/12968,-81.064,29.2449,holly-hill,fl
Dollar General # 19070 | Dollar General,19070,9542129375,"1801 N Federal Hwy, Hollywood, FL, 33020-2827",https://www.dollargeneral.com/store-directory/fl/hollywood/19070,-80.142588,26.027315,hollywood,fl
Dollar General # 1521 | Dollar General,1521,7542025978,"6971 Taft St, Hollywood, FL, 33024-3801",https://www.dollargeneral.com/store-directory/fl/hollywood/1521,-80.22755,26.025602,hollywood,fl
Dollar General # 9012 | Dollar General,9012,9546131284,"830 S State Road 7, Hollywood, FL, 33023-6728",https://www.dollargeneral.com/store-directory/fl/hollywood/9012,-80.20895,26.004174,hollywood,fl
Dollar General # 17340 | Dollar General,17340,8503168250,"510 Hwy 90 W, Holt, FL, 32564",https://www.dollargeneral.com/store-directory/fl/holt/17340,-86.7495,30.7139,holt,fl
Dollar General # 19071 | Dollar General,19071,7862985817,"1497 Ne 8th St, Homestead, FL, 33033-4506",https://www.dollargeneral.com/store-directory/fl/homestead/19071,-80.457092,25.47777,homestead,fl
Dollar General # 4852 | Dollar General,4852,3527023043,"3795 S Suncoast Blvd, Homosassa, FL, 34446-1103",https://www.dollargeneral.com/store-directory/fl/homosassa/4852,-82.5763,28.8076,homosassa,fl
Dollar General # 14308 | Dollar General,14308,8135567650,"9524 S Suncoast Blvd, Homosassa, FL, 34446-5013",https://www.dollargeneral.com/store-directory/fl/homosassa/14308,-82.55376,28.723702,homosassa,fl
Dollar General # 18372 | Dollar General,18372,8504049465,"22225 Ne Sr 20, Hosford, FL, 32334",https://www.dollargeneral.com/store-directory/fl/hosford/18372,-84.7987,30.3901,hosford,fl
Dollar General # 21805 | Dollar General,21805,3527174805,"22655 County Road 455, Howey In The Hills, FL, 34737",https://www.dollargeneral.com/store-directory/fl/howey-in-the-hills/21805,-81.77896,28.67213,howey-in-the-hills,fl
Dollar General # 4788 | Dollar General,4788,7276050297,"13828 Little Rd, Hudson, FL, 34667-8025",https://www.dollargeneral.com/store-directory/fl/hudson/4788,-82.664631,28.358201,hudson,fl
Dollar General # 17872 | Dollar General,17872,7276977978,"16224 Us Hwy 19, Hudson, FL, 34667",https://www.dollargeneral.com/store-directory/fl/hudson/17872,-82.6646,28.3936,hudson,fl
Dollar General # 20973 | Dollar General,20973,7276052535,"10028 Hudson Ave, Hudson, FL, 34667",https://www.dollargeneral.com/store-directory/fl/hudson/20973,-82.6494,28.3604,hudson,fl
Dollar General # 1389 | Dollar General,1389,7273791225,"13780 Us Highway 19, Hudson, FL, 34667-1458",https://www.dollargeneral.com/store-directory/fl/hudson/1389,-82.6974,28.3577,hudson,fl
Dollar General # 3072 | Dollar General,3072,7273791487,"9130 State Road 52, Hudson, FL, 34669-3020",https://www.dollargeneral.com/store-directory/fl/hudson/3072,-82.66362,28.33091,hudson,fl
Dollar General # 13325 | Dollar General,13325,7276050383,"14040 County Line Road, Hudson, FL, 34667-8404",https://www.dollargeneral.com/store-directory/fl/hudson/13325,-82.583044,28.433258,hudson,fl
Dollar General # 12726 | Dollar General,12726,9416216330,"1011 N 15th St, Immokalee, FL, 34142-2810",https://www.dollargeneral.com/store-directory/fl/immokalee/12726,-81.434549,26.432102,immokalee,fl
Dollar General # 22380 | Dollar General,22380,9413631939,"275 E Main St, Immokalee, FL, 34142-3928",https://www.dollargeneral.com/store-directory/fl/immokalee/22380,-81.41573,26.41816,immokalee,fl
Dollar General # 3588 | Dollar General,3588,3218729122,"818 N Miramar Ave, Indialantic, FL, 32903-3004",https://www.dollargeneral.com/store-directory/fl/indialantic/3588,-80.569219,28.096945,indialantic,fl
Dollar General # 14776 | Dollar General,14776,3217014952,"1831 South Patrick Dr, Indian Harbour Beach, FL, 32937-4326",https://www.dollargeneral.com/store-directory/fl/indian-harbour-beach/14776,-80.599815,28.155459,indian-harbour-beach,fl
Dollar General # 13523 | Dollar General,13523,7729240098,"15448 Sw Warfield Blvd, Indiantown, FL, 34956-3507",https://www.dollargeneral.com/store-directory/fl/indiantown/13523,-80.464147,27.018215,indiantown,fl
Dollar General # 2458 | Dollar General,2458,3523885225,"95 Highway 19 S, Inglis, FL, 34449-9681",https://www.dollargeneral.com/store-directory/fl/inglis/2458,-82.669,29.0284,inglis,fl
Dollar General # 1391 | Dollar General,1391,9044675408,"1113 Sr 20, Interlachen, FL, 32148-0519",https://www.dollargeneral.com/store-directory/fl/interlachen/1391,-81.88012,29.62863,interlachen,fl
Dollar General # 24609 | Dollar General,24609,6158554000,"100 Reaves Ave, Interlachen, FL, 32148",https://www.dollargeneral.com/store-directory/fl/interlachen/24609,-81.8409,29.6286,interlachen,fl
Dollar General # 15031 | Dollar General,15031,3523645661,"8495 E. Gulf To Lake Hwy, Inverness, FL, 34450-5234",https://www.dollargeneral.com/store-directory/fl/inverness/15031,-82.292909,28.841449,inverness,fl
Dollar General # 1392 | Dollar General,1392,3524530610,"3042 S Florida Ave, Inverness, FL, 34450-6872",https://www.dollargeneral.com/store-directory/fl/inverness/1392,-82.3164,28.8177,inverness,fl
Dollar General # 10641 | Dollar General,10641,9044200298,"10230 Atlantic Blvd, Jacksonville, FL, 32225-0752",https://www.dollargeneral.com/store-directory/fl/jacksonville/10641,-81.534658,30.322578,jacksonville,fl
Dollar General # 2461 | Dollar General,2461,9044200885,"5846 Normandy Blvd, Jacksonville, FL, 32205-6253",https://www.dollargeneral.com/store-directory/fl/jacksonville/2461,-81.7494,30.3068,jacksonville,fl
Dollar General # 2404 | Dollar General,2404,9044317795,"11018 Old St Augustine115, Jacksonville, FL, 32257-1080",https://www.dollargeneral.com/store-directory/fl/jacksonville/2404,-81.6039,30.1746,jacksonville,fl
Dollar General # 7268 | Dollar General,7268,9049908620,"5525 Roosevelt Blvd, Jacksonville, FL, 32244-2345",https://www.dollargeneral.com/store-directory/fl/jacksonville/7268,-81.69692,30.246951,jacksonville,fl
Dollar General # 2821 | Dollar General,2821,9044317791,"8595 Beach Blvd Ste 324, Jacksonville, FL, 32216-4673",https://www.dollargeneral.com/store-directory/fl/jacksonville/2821,-81.5689,30.2875,jacksonville,fl
Dollar General # 13863 | Dollar General,13863,9043287095,"7700 Merrill Road, Jacksonville, FL, 32277-3715",https://www.dollargeneral.com/store-directory/fl/jacksonville/13863,-81.568386,30.351781,jacksonville,fl
Dollar General # 11787 | Dollar General,11787,9044202010,"5363 Soutel Dr, Jacksonville, FL, 32219-3462",https://www.dollargeneral.com/store-directory/fl/jacksonville/11787,-81.731729,30.390206,jacksonville,fl
Dollar General # 13746 | Dollar General,13746,9043450931,"13807 Main Street, Jacksonville, FL, 32218-2706",https://www.dollargeneral.com/store-directory/fl/jacksonville/13746,-81.625129,30.488054,jacksonville,fl
Dollar General # 11667 | Dollar General,11667,9044200610,"11915 Beach Blvd Unit 11, Jacksonville, FL, 32246-6704",https://www.dollargeneral.com/store-directory/fl/jacksonville/11667,-81.504063,30.287928,jacksonville,fl
Dollar General # 11963 | Dollar General,11963,9047301390,"3031 Edgewood Ave West, Jacksonville, FL, 32209-2207",https://www.dollargeneral.com/store-directory/fl/jacksonville/11963,-81.715242,30.374934,jacksonville,fl
Dollar General # 528 | Dollar General,528,9047301453,"7194 Wilson Blvd, Jacksonville, FL, 32210",https://www.dollargeneral.com/store-directory/fl/jacksonville/528,-81.7639,30.2697,jacksonville,fl
Dollar General # 14932 | Dollar General,14932,9048004513,"6830 Atlantic Boulevard, Jacksonville, FL, 32211-8702",https://www.dollargeneral.com/store-directory/fl/jacksonville/14932,-81.586641,30.312518,jacksonville,fl
Dollar General # 16712 | Dollar General,16712,9049906592,"7800 Argyle Forest Blvd, Jacksonville, FL, 32244",https://www.dollargeneral.com/store-directory/fl/jacksonville/16712,-81.775804,30.195684,jacksonville,fl
Dollar General # 21190 | Dollar General,21190,9043287810,"3005 Post St, Jacksonville, FL, 32205",https://www.dollargeneral.com/store-directory/fl/jacksonville/21190,-81.7056,30.3136,jacksonville,fl
Dollar General # 7457 | Dollar General,7457,9044202126,"3139 Dunn Ave, Jacksonville, FL, 32218-4555",https://www.dollargeneral.com/store-directory/fl/jacksonville/7457,-81.7009,30.439,jacksonville,fl
Dollar General # 23489 | Dollar General,23489,7867910507,"2255 Edgewood Ave N, Jacksonville, FL, 32254",https://www.dollargeneral.com/store-directory/fl/jacksonville/23489,-81.7307,30.3514,jacksonville,fl
Dollar General # 22783 | Dollar General,22783,9044675759,"9075 Pritchard Rd, Jacksonville, FL, 32219",https://www.dollargeneral.com/store-directory/fl/jacksonville/22783,-81.80647,30.37188,jacksonville,fl
Dollar General # 7685 | Dollar General,7685,9044207487,"5161 Beach Blvd Ste 7, Jacksonville, FL, 32207-5050",https://www.dollargeneral.com/store-directory/fl/jacksonville/7685,-81.612148,30.296105,jacksonville,fl
Dollar General # 17724 | Dollar General,17724,9047170264,"14837 Normandy Blvd, Jacksonville, FL, 32234",https://www.dollargeneral.com/store-directory/fl/jacksonville/17724,-81.9422,30.2181,jacksonville,fl
Dollar General # 19780 | Dollar General,19780,9044317533,"14619 Yellow Bluff Rd, Jacksonville, FL, 32226-1823",https://www.dollargeneral.com/store-directory/fl/jacksonville/19780,-81.5782,30.504,jacksonville,fl
Dollar General # 15115 | Dollar General,15115,9042085110,"9131 Lem Turner Rd, Jacksonville, FL, 32208-2270",https://www.dollargeneral.com/store-directory/fl/jacksonville/15115,-81.686598,30.407041,jacksonville,fl
Dollar General # 16683 | Dollar General,16683,9044839093,"3801 Main Street North, Jacksonville, FL, 32206-1449",https://www.dollargeneral.com/store-directory/fl/jacksonville/16683,-81.652908,30.361701,jacksonville,fl
Dollar General # 2614 | Dollar General,2614,9049010825,"5855 Fort Caroline Rd, Jacksonville, FL, 32277-2087",https://www.dollargeneral.com/store-directory/fl/jacksonville/2614,-81.6004,30.3659,jacksonville,fl
Dollar General # 1395 | Dollar General,1395,9048005511,"5590 Blanding Blvd, Jacksonville, FL, 32244",https://www.dollargeneral.com/store-directory/fl/jacksonville/1395,-81.7437,30.24624,jacksonville,fl
Dollar General # 10861 | Dollar General,10861,9044041435,"716 New Berlin Rd #17-31, Jacksonville, FL, 32218-3894",https://www.dollargeneral.com/store-directory/fl/jacksonville/10861,-81.62393,30.466356,jacksonville,fl
Dollar General # 8007 | Dollar General,8007,9044317810,"8102 Blanding Blvd Ste 3, Jacksonville, FL, 32244-5825",https://www.dollargeneral.com/store-directory/fl/jacksonville/8007,-81.741609,30.202632,jacksonville,fl
Dollar General # 2432 | Dollar General,2432,9044317802,"2292 Mayport Rd Ste 19, Jacksonville, FL, 32233-6341",https://www.dollargeneral.com/store-directory/fl/jacksonville/2432,-81.414376,30.34932,jacksonville,fl
Dollar General # 11930 | Dollar General,11930,9043287085,"9156 103rd St, Jacksonville, FL, 32210-8608",https://www.dollargeneral.com/store-directory/fl/jacksonville/11930,-81.806491,30.247373,jacksonville,fl
Dollar General # 16645 | Dollar General,16645,9047170331,"2161 Kings Road, Jacksonville, FL, 32209-5244",https://www.dollargeneral.com/store-directory/fl/jacksonville/16645,-81.695877,30.349025,jacksonville,fl
Dollar General # 12397 | Dollar General,12397,9048006736,"1610 Edgewood Avenue West, Jacksonville, FL, 32208-3223",https://www.dollargeneral.com/store-directory/fl/jacksonville/12397,-81.6841,30.3885,jacksonville,fl
Dollar General # 19073 | Dollar General,19073,9043127376,"8625 Old Kings Rd S, Jacksonville, FL, 32217-4825",https://www.dollargeneral.com/store-directory/fl/jacksonville/19073,-81.592931,30.223293,jacksonville,fl
Dollar General # 10258 | Dollar General,10258,9044900380,"5285 Shad Rd Ste 303, Jacksonville, FL, 32257-2039",https://www.dollargeneral.com/store-directory/fl/jacksonville/10258,-81.576,30.1944,jacksonville,fl
Dollar General # 12954 | Dollar General,12954,9043287330,"10171 New Kings Rd, Jacksonville, FL, 32219-2411",https://www.dollargeneral.com/store-directory/fl/jacksonville/12954,-81.751885,30.420557,jacksonville,fl
Dollar General # 11186 | Dollar General,11186,9043480789,"999 University Blvd N # 3, Jacksonville, FL, 32211-5529",https://www.dollargeneral.com/store-directory/fl/jacksonville/11186,-81.602865,30.330728,jacksonville,fl
Dollar General # 3029 | Dollar General,3029,9047170970,"1921 Dunne Ave, Jacksonville, FL, 32218-4713",https://www.dollargeneral.com/store-directory/fl/jacksonville/3029,-81.6756,30.4377,jacksonville,fl
Dollar General # 22453 | Dollar General,22453,9044794110,"5875 N Main St, Jacksonville, FL, 32208",https://www.dollargeneral.com/store-directory/fl/jacksonville/22453,-81.65069,30.37602,jacksonville,fl
Dollar General # 11826 | Dollar General,11826,9044200345,"12375 Yellow Bluff Road, Jacksonville, FL, 32226-2025",https://www.dollargeneral.com/store-directory/fl/jacksonville/11826,-81.578323,30.459746,jacksonville,fl
Dollar General # 22145 | Dollar General,22145,9044675450,"10740 Normandy Blvd, Jacksonville, FL, 32221",https://www.dollargeneral.com/store-directory/fl/jacksonville/22145,-81.83883,30.27114,jacksonville,fl
Dollar General # 20041 | Dollar General,20041,9042975976,"8000 103rd St, Jacksonville, FL, 32210",https://www.dollargeneral.com/store-directory/fl/jacksonville/20041,-81.7818,30.2477,jacksonville,fl
Dollar General # 10242 | Dollar General,10242,9044204010,"8111 W Beaver St, Jacksonville, FL, 32220-2621",https://www.dollargeneral.com/store-directory/fl/jacksonville/10242,-81.784128,30.323043,jacksonville,fl
Dollar General # 19072 | Dollar General,19072,9044933883,"3801 University Blvd W  Ste 3, Jacksonville, FL, 32217-2274",https://www.dollargeneral.com/store-directory/fl/jacksonville/19072,-81.62376,30.262791,jacksonville,fl
Dollar General # 15047 | Dollar General,15047,9042085083,"11151 Beaver Street W, Jacksonville, FL, 32220-1737",https://www.dollargeneral.com/store-directory/fl/jacksonville/15047,-81.847452,30.315156,jacksonville,fl
Dollar General # 13535 | Dollar General,13535,9044200022,"8913 Normandy Blvd, Jacksonville, FL, 32221-6703",https://www.dollargeneral.com/store-directory/fl/jacksonville/13535,-81.7998,30.2879,jacksonville,fl
Dollar General # 23549 | Dollar General,23549,9043837931,"4650 Soutel Drive, Jacksonville, FL, 32208",https://www.dollargeneral.com/store-directory/fl/jacksonville/23549,-81.7195,30.4036,jacksonville,fl
Dollar General # 23525 | Dollar General,23525,9045397635,"1040 E 8th St, Jacksonville, FL, 32206",https://www.dollargeneral.com/store-directory/fl/jacksonville/23525,-81.6419,30.3448,jacksonville,fl
Dollar General # 24982 | Dollar General,24982,9044791064,"8159 Ortega Bluff Pkwy, Jacksonville, FL, 32244-6267",https://www.dollargeneral.com/store-directory/fl/jacksonville/24982,-81.7239,30.2011,jacksonville,fl
Dollar General # 30515 | Dollar General,30515,9047170331,"2161 Kings Road, Jacksonville, FL, 32209-5244",https://www.dollargeneral.com/store-directory/fl/jacksonville/30515,-81.696,30.3492,jacksonville,fl
Dollar General # 12637 | Dollar General,12637,9046942220,"1712 N 3rd Street, Jacksonville Beach, FL, 32250-7468",https://www.dollargeneral.com/store-directory/fl/jacksonville-beach/12637,-81.395911,30.304223,jacksonville-beach,fl
Dollar General # 1398 | Dollar General,1398,3863191911,"306 8th Ave Nw, Jasper, FL, 32052-5932",https://www.dollargeneral.com/store-directory/fl/jasper/1398,-82.954247,30.520575,jasper,fl
Dollar General # 8405 | Dollar General,8405,8503591059,"14144 Alabama St, Jay, FL, 32565-1219",https://www.dollargeneral.com/store-directory/fl/jay/8405,-87.15061,30.95108,jay,fl
Dollar General # 1401 | Dollar General,1401,3524780695,"300 Green Way, Keystone Heights, FL, 32656-7665",https://www.dollargeneral.com/store-directory/fl/keystone-heights/1401,-82.029262,29.785666,keystone-heights,fl
Dollar General # 21780 | Dollar General,21780,3525549630,"7689 Monongahela Ave, Keystone Heights, FL, 32656-7061",https://www.dollargeneral.com/store-directory/fl/keystone-heights/21780,-81.95912,29.77852,keystone-heights,fl
Dollar General # 19891 | Dollar General,19891,8635883073,"2305 S Poinciana Blvd, Kissimmee, FL, 34758",https://www.dollargeneral.com/store-directory/fl/kissimmee/19891,-81.4867,28.2344,kissimmee,fl
Dollar General # 19074 | Dollar General,19074,4076245965,"4549 Pleasant Hill Rd #300, Kissimmee, FL, 34759-3422",https://www.dollargeneral.com/store-directory/fl/kissimmee/19074,-81.440055,28.152469,kissimmee,fl
Dollar General # 14583 | Dollar General,14583,4079323940,"3260 Pleasant Hill Rd., Kissimmee, FL, 34746-3067",https://www.dollargeneral.com/store-directory/fl/kissimmee/14583,-81.440713,28.199425,kissimmee,fl
Dollar General # 12627 | Dollar General,12627,8635886069,"2220 Michigan Ave, Kissimmee, FL, 34744-2903",https://www.dollargeneral.com/store-directory/fl/kissimmee/12627,-81.391891,28.311357,kissimmee,fl
Dollar General # 7540 | Dollar General,7540,3212501723,"1116 N John Young Pkwy, Kissimmee, FL, 34741-4201",https://www.dollargeneral.com/store-directory/fl/kissimmee/7540,-81.4162,28.302,kissimmee,fl
Dollar General # 18283 | Dollar General,18283,3214420770,"4457 S Orange Blossom Trl, Kissimmee, FL, 34746",https://www.dollargeneral.com/store-directory/fl/kissimmee/18283,-81.4602,28.2572,kissimmee,fl
Dollar General # 19021 | Dollar General,19021,3213335376,"3195 S John Young Pkwy #300, Kissimmee, FL, 34746-6537",https://www.dollargeneral.com/store-directory/fl/kissimmee/19021,-81.4353,28.2619,kissimmee,fl
Dollar General # 13810 | Dollar General,13810,8635884218,"2711 Simpson Road, Kissimmee, FL, 34744-4112",https://www.dollargeneral.com/store-directory/fl/kissimmee/13810,-81.3365,28.3231,kissimmee,fl
Dollar General # 30828 | Dollar General,30828,3212097404,"4718 Target Blvd, Kissimmee, FL, 34746-5313",https://www.dollargeneral.com/store-directory/fl/kissimmee/30828,-81.4716,28.3302,kissimmee,fl
Dollar General # 23114 | Dollar General,23114,8634176710,"3150 E Cowboy Way, Labelle, FL, 33935",https://www.dollargeneral.com/store-directory/fl/labelle/23114,-81.40575,26.74757,labelle,fl
Dollar General # 15348 | Dollar General,15348,5614533378,"50 N Bridge St, Labelle, FL, 33935-5083",https://www.dollargeneral.com/store-directory/fl/labelle/15348,-81.437376,26.762306,labelle,fl
Dollar General # 9262 | Dollar General,9262,3525612059,"312 S Hwy 27/441, Lady Lake, FL, 32159-4377",https://www.dollargeneral.com/store-directory/fl/lady-lake/9262,-81.919899,28.911952,lady-lake,fl
Dollar General # 8752 | Dollar General,8752,8632593798,"725 S Lake Shore Way, Lake Alfred, FL, 33850-3333",https://www.dollargeneral.com/store-directory/fl/lake-alfred/8752,-81.730202,28.085969,lake-alfred,fl
Dollar General # 4365 | Dollar General,4365,3213000433,"180 E Main St, Lake Butler, FL, 32054-1726",https://www.dollargeneral.com/store-directory/fl/lake-butler/4365,-82.337,30.023,lake-butler,fl
Dollar General # 12840 | Dollar General,12840,3524485858,"4173 Sw Sr 121, Lake Butler, FL, 32054",https://www.dollargeneral.com/store-directory/fl/lake-butler/12840,-82.42454,29.936962,lake-butler,fl
Dollar General # 1404 | Dollar General,1404,3863617437,"857 Sw Main Blvd Ste 120, Lake City, FL, 32025-5796",https://www.dollargeneral.com/store-directory/fl/lake-city/1404,-82.639,30.1771,lake-city,fl
Dollar General # 12851 | Dollar General,12851,3862698500,"2181 Sw County Road 252b, Lake City, FL, 32024-4664",https://www.dollargeneral.com/store-directory/fl/lake-city/12851,-82.696913,30.149935,lake-city,fl
Dollar General # 17873 | Dollar General,17873,3863613025,"11346 Sw State Road 247, Lake City, FL, 32024-6621",https://www.dollargeneral.com/store-directory/fl/lake-city/17873,-82.7934,30.0587,lake-city,fl
Dollar General # 12133 | Dollar General,12133,3864002030,"168 Se State Rd 238 #101, Lake City, FL, 32025-7813",https://www.dollargeneral.com/store-directory/fl/lake-city/12133,-82.597185,30.003186,lake-city,fl
Dollar General # 7614 | Dollar General,7614,3863617512,"683 W Duvall St Ste 101, Lake City, FL, 32055-5804",https://www.dollargeneral.com/store-directory/fl/lake-city/7614,-82.646951,30.189677,lake-city,fl
Dollar General # 19930 | Dollar General,19930,3863617639,"2144 Sw Birley Ave, Lake City, FL, 32024-0083",https://www.dollargeneral.com/store-directory/fl/lake-city/19930,-82.7361,30.1634,lake-city,fl
Dollar General # 11716 | Dollar General,11716,3863190890,"4549 Sw State Road 47, Lake City, FL, 32024-1866",https://www.dollargeneral.com/store-directory/fl/lake-city/11716,-82.6605,30.1092,lake-city,fl
Dollar General # 18371 | Dollar General,18371,3863615455,"134 Sw Wingate St, Lake City, FL, 32024-4722",https://www.dollargeneral.com/store-directory/fl/lake-city/18371,-82.698,30.0691,lake-city,fl
Dollar General # 20685 | Dollar General,20685,3863617780,"1771 Nw Lake Jeffrey Rd, Lake City, FL, 32055-1827",https://www.dollargeneral.com/store-directory/fl/lake-city/20685,-82.665,30.2031,lake-city,fl
Dollar General # 10661 | Dollar General,10661,3863190735,"2172 Se Baya Dr, Lake City, FL, 32025-4978",https://www.dollargeneral.com/store-directory/fl/lake-city/10661,-82.6022,30.1826,lake-city,fl
Dollar General # 14979 | Dollar General,14979,3862433465,"1203 E Duval St, Lake City, FL, 32055-3407",https://www.dollargeneral.com/store-directory/fl/lake-city/14979,-82.618671,30.189971,lake-city,fl
Dollar General # 11562 | Dollar General,11562,3863190869,"5087 W Us Highway 90, Lake City, FL, 32055-8191",https://www.dollargeneral.com/store-directory/fl/lake-city/11562,-82.7132,30.1864,lake-city,fl
Dollar General # 10962 | Dollar General,10962,3863190950,"3118 Sw Main Blvd, Lake City, FL, 32025-0203",https://www.dollargeneral.com/store-directory/fl/lake-city/10962,-82.6407,30.1479,lake-city,fl
Dollar General # 12523 | Dollar General,12523,3863617009,"136 Nw Bascom Norris Dr, Lake City, FL, 32055-1308",https://www.dollargeneral.com/store-directory/fl/lake-city/12523,-82.6375,30.2035,lake-city,fl
Dollar General # 23068 | Dollar General,23068,3862696677,"4367 Sw County Road 242, Lake City, FL, 32024-4534",https://www.dollargeneral.com/store-directory/fl/lake-city/23068,-82.72743,30.11839,lake-city,fl
Dollar General # 14118 | Dollar General,14118,8632162200,"101 Hatchineha Road, Lake Hamilton, FL, 33851",https://www.dollargeneral.com/store-directory/fl/lake-hamilton/14118,-81.619862,28.040107,lake-hamilton,fl
Dollar General # 10103 | Dollar General,10103,3522545074,"2160 N County Rd 470, Lake Panasoffkee, FL, 33538-0010",https://www.dollargeneral.com/store-directory/fl/lake-panasoffkee/10103,-82.1308,28.7888,lake-panasoffkee,fl
Dollar General # 20869 | Dollar General,20869,8605061700,"244 Lake Groves Rd Nw, Lake Placid, FL, 33852",https://www.dollargeneral.com/store-directory/fl/lake-placid/20869,-81.3994,27.2668,lake-placid,fl
Dollar General # 20865 | Dollar General,20865,8636941993,"100 Washington Blvd, Lake Placid, FL, 33852",https://www.dollargeneral.com/store-directory/fl/lake-placid/20865,-81.3329,27.304,lake-placid,fl
Dollar General # 1406 | Dollar General,1406,8135566826,"108 Us Highway 27 N, Lake Placid, FL, 33852-7931",https://www.dollargeneral.com/store-directory/fl/lake-placid/1406,-81.35921,27.298191,lake-placid,fl
Dollar General # 16041 | Dollar General,16041,8633365340,"16454 Sand Oak Ct., Lake Placid, FL, 33852-9116",https://www.dollargeneral.com/store-directory/fl/lake-placid/16041,-81.346148,27.264694,lake-placid,fl
Dollar General # 19890 | Dollar General,19890,8634554862,"8655 Highway 60 E, Lake Wales, FL, 33898",https://www.dollargeneral.com/store-directory/fl/lake-wales/19890,-81.4489,27.8836,lake-wales,fl
Dollar General # 12030 | Dollar General,12030,8632324073,"306 Sr 60, Lake Wales, FL, 33853-3750",https://www.dollargeneral.com/store-directory/fl/lake-wales/12030,-81.58497,27.893467,lake-wales,fl
Dollar General # 14398 | Dollar General,14398,8634554135,"14500 Us Hwy 27, Lake Wales, FL, 33859",https://www.dollargeneral.com/store-directory/fl/lake-wales/14398,-81.590593,27.833287,lake-wales,fl
Dollar General # 16585 | Dollar General,16585,8634562518,"3941 Scenic Hwy N, Lake Wales, FL, 33898-6611",https://www.dollargeneral.com/store-directory/fl/lake-wales/16585,-81.594889,27.956094,lake-wales,fl
Dollar General # 10506 | Dollar General,10506,5614213462,"7201 Lake Worth Rd, Lake Worth, FL, 33467-2507",https://www.dollargeneral.com/store-directory/fl/lake-worth/10506,-80.1611,26.6177,lake-worth,fl
Dollar General # 10592 | Dollar General,10592,5613770065,"2 N Lakeside Dr, Lake Worth, FL, 33460-3910",https://www.dollargeneral.com/store-directory/fl/lake-worth/10592,-80.0495,26.6159,lake-worth,fl
Dollar General # 18311 | Dollar General,18311,5614407380,"4595 S Military Trail, Lake Worth, FL, 33463",https://www.dollargeneral.com/store-directory/fl/lake-worth/18311,-80.1142,26.6095,lake-worth,fl
Dollar General # 8721 | Dollar General,8721,8634005239,"4919 Us Highway 98 N, Lakeland, FL, 33809-3610",https://www.dollargeneral.com/store-directory/fl/lakeland/8721,-81.972382,28.104269,lakeland,fl
Dollar General # 16560 | Dollar General,16560,8632741610,"10734 Us Hwy 98 N, Lakeland, FL, 33809",https://www.dollargeneral.com/store-directory/fl/lakeland/16560,-82.00198,28.19341,lakeland,fl
Dollar General # 12530 | Dollar General,12530,8632743207,"1916 Harden Blvd, Lakeland, FL, 33803-1829",https://www.dollargeneral.com/store-directory/fl/lakeland/12530,-81.972831,28.019472,lakeland,fl
Dollar General # 22148 | Dollar General,22148,8633451325,"1210 E Orange St, Lakeland, FL, 33801",https://www.dollargeneral.com/store-directory/fl/lakeland/22148,-81.9404,28.0421,lakeland,fl
Dollar General # 17871 | Dollar General,17871,8632250310,"4336 Knights Station Rd, Lakeland, FL, 33810-2452",https://www.dollargeneral.com/store-directory/fl/lakeland/17871,-82.0345,28.0812,lakeland,fl
Dollar General # 1413 | Dollar General,1413,8632741737,"3111 Us Hwy 98 S, Lakeland, FL, 33803-8318",https://www.dollargeneral.com/store-directory/fl/lakeland/1413,-81.91418,28.01265,lakeland,fl
Dollar General # 1411 | Dollar General,1411,8632741681,"649 N Wabash Ave, Lakeland, FL, 33815-1192",https://www.dollargeneral.com/store-directory/fl/lakeland/1411,-81.989451,28.049056,lakeland,fl
